D:\MassHunter\GCMS\1\data\2026\04\0417-29614-塑料方法验证\PAHS C4.D Sat Apr 18 02:31:24 2026
Start of data points
1.58705	907
1.59298	910
1.59893	927
1.60488	928
1.61083	927
1.61677	924
1.62272	902
1.62867	880
1.63462	925
1.64055	1724
1.64650	1521
1.65245	904
1.65840	886
1.66433	885
1.67028	891
1.67623	890
1.68218	886
1.68812	883
1.69407	883
1.70002	886
1.70597	888
1.71190	896
1.71785	889
1.72380	888
1.72975	885
1.73570	887
1.74163	890
1.74758	895
1.75353	885
1.75948	906
1.76542	921
1.77137	941
1.77732	962
1.78327	967
1.78920	913
1.79515	890
1.80110	893
1.80705	1623
1.81298	2132
1.81893	1129
1.82488	956
1.83083	925
1.83677	906
1.84272	891
1.84867	883
1.85462	878
1.86057	873
1.86650	873
1.87245	867
1.87840	874
1.88435	868
1.89028	867
1.89623	862
1.90218	860
1.90813	857
1.91407	859
1.92002	860
1.92597	859
1.93192	854
1.93785	855
1.94380	856
1.94975	854
1.95570	857
1.96163	856
1.96758	853
1.97353	855
1.97948	861
1.98543	854
1.99137	855
1.99732	858
2.00327	853
2.00922	855
2.01515	859
2.02110	857
2.02705	863
2.03300	862
2.03893	863
2.04488	861
2.05083	863
2.05678	876
2.06272	880
2.06867	917
2.07462	905
2.08057	876
2.08650	873
2.09245	862
2.09840	859
2.10435	856
2.11030	855
2.11623	861
2.12218	865
2.12813	857
2.13408	886
2.14002	981
2.14597	912
2.15192	854
2.15787	859
2.16380	858
2.16975	861
2.17570	853
2.18165	860
2.18758	874
2.19353	894
2.19948	898
2.20543	885
2.21137	872
2.21732	875
2.22327	877
2.22922	877
2.23517	863
2.24110	910
2.24705	963
2.25300	928
2.25895	968
2.26488	912
2.27083	858
2.27678	856
2.28273	851
2.28867	846
2.29462	845
2.30057	849
2.30652	849
2.31245	856
2.31840	868
2.32435	864
2.33030	856
2.33623	855
2.34218	852
2.34813	860
2.35408	857
2.36003	850
2.36597	856
2.37192	852
2.37787	850
2.38382	857
2.38975	852
2.39570	847
2.40165	853
2.40760	851
2.41353	853
2.41948	854
2.42543	855
2.43138	848
2.43732	847
2.44327	856
2.44922	860
2.45517	961
2.46110	4692
2.46705	16496
2.47300	18210
2.47895	16108
2.48490	12865
2.49083	9016
2.49678	6602
2.50273	4955
2.50868	3934
2.51462	3410
2.52057	2910
2.52652	2504
2.53247	2226
2.53840	2034
2.54435	1925
2.55030	1798
2.55625	1670
2.56218	1531
2.56813	1454
2.57408	1428
2.58003	1371
2.58597	1318
2.59192	1271
2.59787	1229
2.60382	1210
2.60977	1183
2.61570	1177
